author,lng,lat
Simon Zadek,5.2195,-5.5526
Christopher Robbins,-25.5677,-26.6547
John Avery,37.7936,-4.3679
Tony Prato,29.5243,-2.5362
Norman Stone,30.9558,-19.4254
J. David Hoeveler,7.6826,-28.9687
Behzad Razavi,9.3277,12.3358
Mark Gatiss,-5.8945,-42.3369
Robert P. Crease,21.3958,-24.5362
Michael B. Schiffer,8.7294,-11.4204
Rosanna Hertz,38.7431,-5.2343
Avram Davidson,9.4404,-31.4972
Giriraj Shah,29.6782,-7.1006
Sinclair Gauldie,-1.754,4.1112
Robert G. Picard,32.9606,-3.2683
Norman L. Geisler,40.3545,-9.8237
Rajāʼ ʻĀlim,-15.9222,-39.0137
Robert E. Emery,15.4113,-0.2125
David Brett,17.164,-17.264
Leslie Edgerton,-2.0239,-30.1121
William Bronk,-8.0338,-30.4011
Guillermo Del Toro,4.5262,-47.958
Edgar O'Ballance,-18.18,-16.2624
Farida Karodia,39.1205,-19.9806
Nancy Mairs,-10.2048,-31.3885
David Lambkin,30.5319,-29.6232
Erna Furman,4.9501,-7.8379
Margaret Heady,17.2979,-9.6761
Kenny Fries,17.5616,-7.8396
Alfred Russel Wallace,3.8939,14.5677
Albert (Albert C.) Tuijnman,13.5755,0.0503
Leon Trotsky,17.7664,-11.0779
Bernard Freydberg,20.1271,-8.4556
David J. Schnall,13.4843,-6.4452
Marcus Aurelius,-7.8833,-18.0805
Peter Hanson,4.315,-34.7716
Mempo Giardinelli,-3.5621,-29.6509
Alain Renaut,-58.292,-55.0499
Robert Hellenga,12.6526,-45.2588
Michael Quinion,6.4201,-45.1241
Brad Hooper,-1.3444,-28.1253
Jonathan Bate,-15.059,-30.2385
Gayle V. Fischer,23.7967,-16.2768
Marcos Cueto,29.7095,-8.831
Brian W. Dippie,-9.7099,-0.0614
Edmund Blair Bolles,32.4447,-3.6128
Anny Brooksbank Jones,-0.2718,-26.5792
Denise Duhamel,-9.7422,-31.168
Katherine Ashenburg,16.3998,-14.866
Jonathan Hassell,14.7253,16.8297
Robert Boyers,-8.289,-21.7321
Tom Quirk,8.9415,-42.9207
Julia Annas,3.5354,-17.5531
Elizabeth Janeway,3.7004,-8.095
Leo Marx,-14.8121,-26.1966
Gerald Chan,4.429,-2.4918
Ira Steven Behr,2.8032,-45.3022
John Robert Graham,20.8597,1.6877
S. J. Liebowitz,28.8886,-56.4715
Howard Waldrop,-15.0697,-34.9782
William L. Rowe,17.9531,-13.1186
Herbert L. Kessler,29.7125,-4.7215
James J. Cooke,21.5626,0.6098
Mark Edmundson,11.8738,-30.4758
Michael Bruchis,38.0749,-35.5706
Joan Gordon,0.2785,0.8644
Larry P. Goodson,40.4872,-19.0356
Joel Schwartz,11.5005,-31.1375
Inez Hedges,11.3497,-8.6306
Peter Harrold,34.2261,-2.2652
Deborah Rudacille,0.2471,-42.6188
Didier Van Cauwelaert,-58.2208,-55.0218
David Lester,25.4819,-8.5421
Jason Lethcoe,7.2848,-47.4414
Peter J. Boettke,14.2862,-3.952
Patrick Hanan,-22.2261,-21.3906
Cathal Tohill,28.9396,-17.8051
Noel Monahan,-15.3988,-29.4524
Katherine Borland,31.7785,-28.8018
Jean Barman,15.7101,-16.2938
Sarah Grand,-95.3135,10.8451
Pete Seeger,1.0761,-31.9209
Marlene Winberg,-9.8047,-25.7466
Mark A. Burkholder,-126.3449,45.0737
Claire B. Shaeffer,31.8965,-4.5132
John B. Dunlop,1.3447,-19.5835
Rachad Antonius,19.1804,1.6606
Zeami,-12.8576,-13.6187
John Philoponus,2.4623,-18.2305
Raymond Greenlaw,1.3896,7.3256
Phillis Gershator,-14.4608,-17.6174
Tom Hayden,18.9748,-28.1828
Elizabeth M. Hallam,0.9724,1.6095
Robert Gardiner,32.2781,-12.4044
Caroline Seebohm,-18.5486,-31.4928
Tracy K. Smith,-3.036,-29.5588
P. K. Page,-5.588,-24.2838
Allen Appel,-23.0691,-32.5618
Gillian Tindall,9.5683,-40.5515
W. J. T. Mitchell,30.7483,-3.2972
Patrick Anderson,-12.8918,-34.59
Sheila Jeffreys,41.1148,-4.0342
Robert Wright,7.7077,-12.9209
James Noble Gregory,34.7064,-16.0368
C. Vann Woodward,28.4145,-13.6142
Richard A. Easterlin,4.6703,-11.5672
Leslie Hill,8.3956,-11.8429
Ronald L. Baker,-15.1698,-10.0584
Ruth Colker,39.4866,-15.4641
Nancy Melin Nelson,14.8099,17.5736
Frederick Turner,-14.6392,-26.396
J. E. Kaufmann,28.4246,-22.0306
Elaine Dundy,9.1209,-33.1234
John R. McKivigan,-2.4456,-21.2858
Barbara Holland,-16.3457,-38.3304
Christine Warren,-4.6508,-45.3033
Graham Little,28.299,-2.2412
Madonna Kolbenschlag,-21.1185,-33.0078
Wendy Shalit,0.05,-43.0921
Trevor Baxendale,23.1422,-36.7178
Henry Sapoznik,-14.7593,-18.2917
John Ward,3.1052,-30.4837
Crescent Dragonwagon,13.067,-43.1246
Anya Seton,4.3717,-40.5765
Stephanie Newell,2.5115,-14.6904
Andrew Knapp,4.7823,-16.826
Mireille Rosello,11.7617,-47.9094
Kevin Trudeau,38.3063,-0.8392
Dan Bar-el,-7.715,-46.6899
David Wingrove,4.7773,-36.7483
Sonia Nazario,-20.3293,-33.9211
Angela Bonavoglia,-7.4009,-31.9394
Russell R. Menard,27.598,-13.0608
Amṛtā Prītama,-27.5321,-19.1149
Svetozar Stojanović,22.3361,-23.8798
Jeffrey Skinner,-12.2664,-30.1561
Sara Maitland,15.511,-18.6905
Charles C. Euchner,21.2474,-4.3503
Ann Nietzke,-14.7435,-30.9055
Richard J. Elzinga,-6.5652,-2.8302
Kumari Jayawardena,-30.7707,-16.1644
Paul Sloane,-126.3477,45.0754
Malcolm Smith,25.4799,-25.1188
Mark L. Latash,18.5313,5.7156
Mitchell Greenberg,-1.3597,2.8292
Robert L. Boylestad,-9.1606,-6.4066
Francis James Harvey,9.03,5.8528
Judy Bieber,21.5371,-28.3428
Jacques Dupin,-57.8373,-54.8122
Warren J. Smith,4.8092,7.6103
Dan Hofstadter,-11.6353,-30.4157
Juan Flores,22.5864,-29.8764
Donald Kenrick,-8.8653,-10.7064
Stephen Bungay,24.6543,-26.7391
Robert A. Witte,3.9206,9.8376
Thomas A. Tweed,43.0724,-10.7621
David Dutton,11.6049,-34.8743
G. K. Beale,12.2066,-44.2246
Lowry Nelson,24.3383,-11.2512
Mordechai Nisan,4.814,-16.7421
Edward G. Nawy,19.2376,11.3487
James W. Tollefson,19.9511,-17.4667
Sarah Palin,18.7756,-36.5458
Miranda Eberle Shaw,-9.6669,-9.1563
Beverley Bare Buehrer,-23.2889,-13.5884
Julie Hecht,6.808,-30.962
Henrik Bering,10.3914,-30.1809
Errol Hill,-14.634,-13.4384
Denis Janz,5.9068,-14.8217
William H. Prescott,6.617,-35.9519
Bobby Fischer,12.8097,-46.9472
Jack D. Glen,38.7585,-5.7842
Paul W. Drake,37.8289,-8.2574
David T. Canon,40.1556,-10.9641
Anthony Mardiros,12.1533,-34.0999
Bruce R. Joyce,2.4714,7.4773
Norman Miners,27.6612,-14.4919
Lewis Stevens,6.4684,-20.9911
Barney Hoskyns,38.4799,-25.0747
William H. Gerdts,6.9417,-22.7202
Minetta Altgelt Goyne,26.1454,-22.6297
John T. Edge,-19.4786,-34.7049
Alan L. MCPHERSON,28.5952,-28.7024
Michael J. Lewis,25.862,-16.506
Tom Pender,14.0256,16.6727
Jeff Greenfield,30.4455,-11.3983
Peter Van der Linden,-13.054,-32.9385
Michael Rowe,26.5557,-22.962
Penny Schine Gold,9.4646,-7.5571
Robert Carr,15.611,17.6237
Dr. Laura Schlessinger,-17.4147,-27.8347
Rhona Silverbush,-9.3319,-6.1976
Gerald Dawe,-10.5277,-25.7572
Gerd Gigerenzer,17.1304,0.6022
Bruce Chilton,26.2704,-18.2223
Danzy Senna,-11.3544,-36.5243
Pierre Pichard,-25.112,-15.9121
William G. Beasley,27.6033,-15.6662
Jennifer M. Lehmann,9.9203,-8.5993
Patricia Senn Breivik,6.8281,3.8134
Leanne Hinton,35.6065,-28.4097
Jan Siegel,0.9546,-49.0768
Robert A. Novelline,3.7535,8.525
Dvora Yanow,32.8917,-6.4485
Michael L. Tate,33.8801,-27.5726
Paul Lisicky,-0.2861,-47.0658
Rachid al-Daif,-13.0878,-26.8067
Aileen Ribeiro,-8.0792,-6.6404
Rick Boyer,-5.0222,-46.2315
Jay Clarence Ehle,18.2823,-36.8903
Frederick Gravetter,-4.8752,2.6206
Jonathan Dee,-10.2375,-46.1589
Karen Whiddon,-2.3351,-48.2021
Jacquelyn Kilpatrick,31.1997,-16.9316
Pierre Rousselot,13.6316,-13.1776
Lawrence Norfolk,-0.1493,-27.9166
Gregory McCulloch,7.5209,-14.5975
Arthur David Kahn,9.9814,-6.1982
Dan Koeppel,-18.7377,-33.0914
Sally Mann,-7.599,-36.469
Newell Dwight Hillis,6.8689,-36.1884
Eric L. Haney,6.9558,-43.3792
Peter T. Furst,24.7965,-30.1307
Joshua Beckman,-23.0165,-26.0337
Pelham Edgar,-20.2709,-15.1679
Frances Khirallah Noble,-23.4612,-25.79
Julie Smith,32.3108,-11.0733
Stephen Pollington,7.9176,6.1651
R. M. Ballantyne,9.2513,-44.7396
Frank E. Eyetsemitan,27.8498,-2.3301
Richard M. Merelman,34.1727,-7.1381
Tim Woods,9.0189,-11.4788
George B. Clark,26.6677,-18.2197
Walter Scheidel,2.474,-11.2962
Tom Siegfried,34.0656,-2.5477
Lowell Thomas,1.1764,-32.6754
Marc B. Shapiro,5.9386,-15.8919
Antony Higgins,1.2022,-14.9392
James Leland Cox,23.2036,-8.7429
Winifred Gallagher,38.1631,-7.0628
Lawrence S. Kaplan,41.4738,-16.6462
Diana Marcellas,-16.1185,-32.8068
Marc Estrin,2.6708,-47.2441
Richard Chenevix Trench,-95.3212,10.8471
Oleg Grabar,-9.7439,-10.9386
Richard P. Aschmann,3.2815,-4.0027
Wayne Koestenbaum,-18.3824,-34.0621
T. K. Bhaumik,14.9393,3.3511
Tom Franklin,17.1297,-31.6069
Bernard Mandeville,-4.3077,-15.9887
Basil Calvin Hedrick,-10.2816,-5.7653
Marshall W. Meyer,24.2669,-0.7631
James Francis O'Gorman,-0.3143,-20.871
John M. Dedrick,34.0261,-28.4191
Karen Skovgaard-Petersen,10.7198,-24.3305
Hui-Liang Tsai,7.0909,-2.9708
James L. Gritter,19.8383,-3.308
James A. Herrick,15.4143,-9.9207
Robert Bechtold Heilman,3.7008,-8.9259
Thomas William Madron,16.5288,10.4055
Neil Cross,7.5384,-44.6332
Martyn Lyons,20.886,-16.9222
Louis Simpson,-11.0086,-28.827
Djelal Kadir,-20.701,-17.7107
Judith Silverthorne,-1.8675,-47.1811
Ruvani Ranasinha,-18.958,-14.1935
Judith Kerr,-2.625,-45.0817
Michael Cyril William Hunter,30.299,-7.8072
William Smith,-1.6293,-36.9938
Joseph J. Romm,37.8316,-12.7334
Caroline M. Myss,19.1276,-7.4689
Richard Grabowski,10.8973,-1.5681
Geraldine Horan,20.3825,-12.2774
Maurizio Bettini,19.1887,-4.3719
Paullina Simons,-19.2925,-33.6557
Steven Nahmias,4.5309,8.2796
Patrice Flichy,9.2807,-13.7812
Alan Powers,-6.945,-5.9544
Ari L. Goldman,15.3995,-31.8352
Huineng,-22.969,-20.0434
Lorna Dee Cervantes,-0.4718,-28.4
Kenn Kaufman,16.0238,-31.533
Jenny McCarthy,12.6131,-42.9496
Jason,-19.5102,-33.6237
James Higbie,38.1638,-25.4459
Selima Hill,-10.0343,-45.5876
Denys Cazet,4.9341,-23.7299
R. D. Grillo,19.9634,-3.5891
Michael G. Hall,40.565,-5.4912
Kenneth Goldsmith,-5.1731,-35.411
Nigel Worden,5.1211,4.0765
Hammond Innes,14.7619,-37.4344
Gretel Ehrlich,35.0009,-27.2512
Angela Thirkell,-12.5345,-40.5822
John Deubert,13.798,17.5615
Dwight B. Heath,-0.4474,4.9736
Daniel R. Schwarz,21.1617,-16.9536
Phillip E. Hammond,13.1116,-5.3132
Christian Wiman,-22.2894,-20.7882
John Parker,-7.1585,-2.5801
William E. Simon,35.4452,-6.2085
Sally Springmeyer Zanjani,-33.4325,-16.6707
Michael R. Beschloss,-9.5887,-30.3796
Rebecca St. James,6.1159,-34.0883
Shelby Scates,10.6771,-30.9631
Guy St. Clair,26.2673,3.64
Brian R. Farmer,38.8736,-7.2815
Ronald Harwood,-0.6375,-44.2555
Daryl Koehn,20.2751,-2.5442
Steve Tesich,-5.5481,-43.6423
Max Heindel,0.3315,-27.8299
Poul Beckmann,-11.5989,-10.4454
Daniel Bergner,-14.1177,-36.3786
Alan E. Kazdin,28.7511,1.2469
Tony Stankus,15.0613,2.9803
James Wilson Hall,-16.4249,-34.5481
Yehezkel Dror,15.1111,-2.8307
Dan Woog,38.9515,-7.1308
Eric Leif Davin,17.2214,-8.5766
Kenneth Katzner,-16.8007,-9.4984
Luc Ferry,10.5714,-12.6069
Keith D. Ewing,40.8909,-11.8224
Elizabeth Barrett Browning,28.9232,-56.5339
Wendy Beckett,5.4679,-8.8784
Fritz Eichenberg,-1.7541,-20.2863
Herbert R. Kohl,9.0024,-42.2718
James Russell,26.9353,-0.4694
Nora Sayre,-10.2827,-32.919
Wilcomb E. Washburn,31.1185,-14.1326
John Skoyles,-1.157,-44.7589
Roland Racevskis,2.3947,-15.4585
Sarah Kane,-11.3823,-30.2655
Syne Mitchell,-1.4379,-50.5151
Helen J. Nicholson,8.8809,-37.5229
James Patrick Cannon,21.9062,-25.1042
Stephen G. Bunker,27.9209,-13.2585
Robin Lane Fox,9.2623,-18.7658
Brenda Wineapple,-3.4849,-44.1436
Angel Smith,28.8913,-20.3827
Jeremy Tunstall,5.1374,-36.9065
John R. Lott,36.8525,-2.8833
Robert E. Van Voorst,-27.8126,-16.4717
Henry Sticker,18.2126,15.5758
Michael John Webber,-179.9959,-44.5246
Gerald Petievich,-5.9495,-45.1542
Bob Greene,-16.4546,-35.4183
Thomas P. Fitch,-0.624,4.6314
Andy Nercessian,3.8529,-21.7284
John R. Searle,24.1237,-8.1589
Robert Layton,15.5122,-19.2082
Victor Kelleher,0.6086,-49.9301
Jack Child,2.4147,-41.7558
Samuel F. Pickering,8.7173,-43.4548
Michael J. Zimmerman,1.9282,-6.8435
John Fraser,24.4539,-12.234
Glynn Barratt,26.3135,-29.5638
Thomas Taylor,-0.4769,-17.7825
George J. Annas,30.1771,-11.6058
Ronald Cedric White,12.4208,-34.5243
Clifford Hospital,-30.2902,-17.5309
Michael L. Mark,-6.3686,-7.7987
Lee Gutkind,-19.9364,-35.4922
Michelle Cini,6.9531,-4.7177
William Hinton,20.3348,-16.2986
Anna Proudfoot,-13.1415,-8.645
Binnie Kirshenbaum,-1.177,-44.0709
Mary-Ann Tirone Smith,-21.8949,-35.6597
Miljenko Jergović,-14.8693,-24.2301
Pierre-Augustin Beaumarchais,6.9982,-23.0004
Martin J. Rees,34.9047,-5.9564
Richard Louv,15.1527,-45.9011
Pierre Cahuc,44.1572,-7.6835
Christopher Sorrentino,29.7675,-27.3061
Ronald L. Numbers,3.0864,-29.408
David Braybrooke,19.0359,-3.0628
Richard Meltzer,3.6958,-10.4811
Raoul Berger,36.6333,-6.3889
June Jamrich Parsons,8.6307,12.6987
Dennis Kavanagh,5.0016,-31.9947
Paula M. Varsano,-21.8976,-21.2202
Chris Evans,23.1218,-19.4748
Seymour Melman,36.0334,-4.0595
Aleksandr Solzhenitsyn,17.2444,-25.0159
Edward Samuel Corwin,24.9263,-11.9802
Marcus Wood,5.6862,-11.0844
Robert Lima,17.1674,-36.629
John S. Goodall,-9.4101,-45.1581
Brian Taves,-0.9233,-31.5671
Caroline Alexander,15.0619,-35.6788
Chandra Prakash Bhambhri,-32.1624,-15.8128
Katharine Haake,-27.3002,-23.1606
Charles Alfred Swinburne,-3.3708,-18.6538
Roger Bartra,22.4474,-30.1897
Timothy J. Minchin,37.8995,-17.4366
Masaaki Tachihara,-10.0391,-44.5063
Gerry Pearlberg,-19.1472,-28.8347
Jean Grondin,-57.8237,-54.7427
Robert A. Stebbins,-5.3858,-5.2876
Sylvia Molloy,-2.3574,-29.6838
Colleen E. Kelley,12.7604,-37.751
Terry Davis,-6.5255,-46.9164
Martin Campbell-Kelly,9.1138,-7.3658
David A. Dyker,15.4758,-0.4504
Valerie Polakow,33.4234,-1.0472
Jerome S. Allender,19.5144,2.0413
David K. Perry,9.6098,-3.6431
Louis Andriessen,-1.8147,-22.3134
Joshua Furst,-3.8038,-30.6686
George Mackay Brown,6.0898,-36.814
Dennis McDougal,6.4098,-41.4219
Tomoko Hayakawa,-7.8159,-47.063
David Kenney,17.5691,-35.6638
Merlin Stone,12.9961,-20.874
Avraham Weiss,-12.4436,-19.728
Luci Tapahonso,-11.9243,-27.7383
Alane Rollings,-14.0973,-27.7672
Arthur Phillips,6.9639,-44.1879
Xiaokang Su,-23.4266,-30.9071
Merrill D. Peterson,3.7438,-29.6249
Florence Ridlon,30.7627,-15.3649
Andrew Rigby,31.0468,-5.0123
Booker T Washington,0.7564,-5.7409
Thomas C. Schelling,39.1325,-15.8787
Michael Löwy,10.0132,-10.6768
Andy Furlong,34.844,-2.9827
Cary Osborne,-16.3344,-35.6599
Vladimir Sergeyevich Solovyov,2.1862,-14.2656
Xiwen Ma,-3.2477,11.3643
Gregory Karpilovsky,2.257,17.0795
James F. Dunnigan,11.3706,14.3931
Barbara Czarniawska,37.1141,-2.6537
John Treadwell Nichols,28.5293,-28.4834
Jane Kramer,-11.6701,-42.5748
Myra Jehlen,7.569,-14.0113
Richard Bruce Winders,-3.2535,-21.1915
Rachel Feldhay Brenner,-8.6406,-27.78
Amanda Datnow,24.6159,2.6974
Edward W. Kamen,1.2711,8.7599
Jean-Christophe Rufin,-6.0168,-42.0393
George Sternlieb,17.2526,-3.5037
Scott Thybony,14.4014,-47.1343
Bertil Lintner,29.5098,-28.067
Emmanuel Bove,-57.7711,-54.7849
Mouloud Feraoun,10.8537,-46.6271
Mark Lloyd,15.9962,-39.0295
Robert T. Bakker,25.8275,-11.4524
Dick Pountain,5.2231,3.4743
Page Edwards,-23.1449,-32.8462
George E. P. Box,-8.8773,-7.1747
Ross C. Garnaut,31.6644,-10.5664
Fredrick B. Pike,35.1745,-18.0397
Albert Bandura,13.94,-0.7301
Kristin Prevallet,-3.072,-29.7887
William Pène du Bois,-4.0334,-46.5847
Bruce Spizer,-1.4472,-40.077
David Nasaw,-8.9973,-18.4266
Christopher Phillips,10.5104,-12.1657
Ted Conover,26.0942,-29.6578
Carl Boggs,19.6241,-8.8011
Christopher Smart,2.1022,-15.9024
Toni Weschler,-19.687,-35.9435
Slim Randles,-15.3384,-33.5529
Edward Engelberg,9.3419,-11.441
Jorge de Oteiza,7.5403,-27.4469
Helen Kreuzer,6.6339,10.7385
Renaat Declerck,-14.1559,-11.165
Michael Muhammad Knight,-4.6943,-48.2093
Kathryn Bishop Eckert,-13.4686,-18.4122
Albert Cohen,1.3991,-29.5233
Ram Sharan Sharma,-31.0718,-15.6628
Elvira Woodruff,-4.9221,-43.8053
Harold Bierman,23.9479,-25.4606
Amy Sedaris,-20.1138,-33.5177
Joseph Siry,12.8946,-33.6878
Stephen Henighan,20.6309,-26.2742
Billie Livingston,-24.0874,-31.7711
Jürgen Buchenau,29.0482,-29.1787
Mack Walker,-8.3534,-17.7839
Jay Rubin,-21.6375,-22.8237
Marian Fowler,14.1896,-8.2048
Steve Tomasula,-12.8228,-28.6544
Kenneth W. Goings,-10.5877,-9.2284
Anup Shah,41.6378,-2.8912
John R. Vacca,5.5843,6.8638
Garth Stein,-4.4646,-47.4374
Robbins Burling,18.2674,2.7391
David F. Noble,18.4181,-11.238
Valim Levitin,17.9241,11.8623
Howard Brown,12.6027,-36.439
Francis Barrett,-9.219,-14.3568
Stephen M. Miller,39.0907,-22.7894
Zeese Papanikolas,-3.8239,-38.1551
Gary Brent Madison,25.1409,-4.8867
Jim Walsh,1.7301,3.3108
John Bowker,-17.0648,-4.8275
Salvatore Attardo,8.0327,0.7581
Norman Vance,7.4905,-38.0478
Philip Mattera,-32.6041,-15.9107
Tad Szulc,10.7042,-24.571
Jan J. Tuma,13.7663,10.1298
M. Grant Gross,11.0331,4.493
Carol Brightman,-15.9807,-32.1464
Samuel H. Elbert,5.6725,4.7966
Neil A. Campbell,27.3132,-33.4136
Lee R. Bobker,1.9533,0.5819
Bradley Denton,-1.2336,-46.2687
David A. Pharies,8.6442,-2.4332
Monique Wittig,-4.0854,-30.9886
David J. Shayler,20.5186,-27.3665
Mads Qvortrup,8.8622,-0.2989
Nina Silber,26.821,-12.8085
Jane Chance,19.8525,-35.9887
Susan Lang,-14.1698,-33.8918
Gavin Lucas,14.9711,-5.7692
Dennis Bailey,34.0571,-3.5236
Richard Gwyn,-7.365,-43.3191
jan jagodzinski,-9.5083,-38.8403
Katharine Weber,-10.2912,-46.0217
Joseph Natoli,16.1481,-10.196
Edward Eggleston,9.1003,-44.7481
G. O. Hutchinson,7.3339,-24.7106
Karl Drlica,13.4622,-47.642
James W. Russell,1.3397,4.0669
Lionel Adey,-16.5345,-14.3412
C. C. W. Taylor,-7.3969,-14.6612
John E. Peters,39.0142,-6.7297
Kate Braid,0.7597,-42.439
Roger Sanjek,36.8116,-21.075
Stephen Guy-Bray,13.7696,-10.9843
C. Fred Alford,19.2076,-8.4823
Patrick Friesen,-3.391,-28.7123
Cynthia Gorney,15.775,-10.5617
Louise Hawes,-4.8034,-47.3041
Edward Bunker,-20.0303,-34.8269
Robert Kirkman,14.2705,-8.384
Thomas Tryon,-4.5155,-45.1218
Clayton Koelb,6.4997,-42.8384
David W. Brooks,5.9645,6.6384
Jan N. Bremmer,7.1153,-31.8181
Ludvig Holberg,1.1311,-22.4137
Jacques Poulin,-2.9423,-30.457
Laura Brown,13.2005,-10.8973
A. C. Greene,6.9178,-33.5115
Henry J. Perkinson,9.7539,-6.743
David Laskin,37.8512,-20.6309
Bruce W. Wilshire,13.3156,-10.8929
Ian Christie,39.5851,-5.1776
Kadia Molodowsky,-15.3254,-18.5828
David Arnold,-28.2935,-19.9207
Jeffrey D. Anderson,34.9033,-27.8764
Jonathan Kingdon,36.4928,-30.8301
Lady Victoria Welby,6.8324,-10.515
Lewis D. Solomon,10.948,-37.7799
Roy Starrs,29.7789,-30.343
David Leon Chandler,-30.4761,-19.9099
Joanna Scott,-10.5836,-46.0669
Robert Craft,-2.4813,-16.699
Sanford V. Sternlicht,28.1784,-20.504
Michael P. Spradlin,-21.2844,-35.8056
Brian McAllister Linn,3.6466,-14.3725
Gary David Comstock,-13.1551,-31.5656
Alan Warwick Palmer,0.146,-2.7642
Joe Camp,-3.0647,-44.8587
Susan Curtis,8.1571,-33.6793
Douglas C. Waller,42.021,-15.7776
Ron Silliman,11.5738,-25.4652
Stephen D. Gutierrez,-9.9617,-40.5685
Karin C. Ryding,-13.7762,-0.4941
Thomas Kilroy,8.5947,-36.9583
Paul Hill,18.7131,-16.0886
Roger Grenier,-20.606,-29.6672
David D. Laitin,23.7402,-5.1116
Kyra Davis,-3.2418,-43.9426
Stanley Dennis Richardson,34.3625,-29.8374
Jude Fisher,-16.6676,-34.7973
Henry Shukman,-17.5128,-27.0364
Edward J. Lincoln,41.0842,-10.3198
Alan S. Morris,12.5383,9.0911
James B. Palais,33.558,-20.9692
Cindy Patton,30.8864,-1.519
Robert J. Donia,17.7974,-27.2951
Tao Lin,-22.307,-32.8029
Christopher Peacocke,24.4134,-7.0792
Andrew Rollings,-13.0108,-10.3798
Landon Y. Jones,31.0397,-15.59
Mark Lilla,9.3028,-22.6
Richard Harrison Martin,14.8315,-24.2789
Michael Erbschloe,14.6988,6.3296
Elinor Ochs,17.7666,-7.4717
James Doyle,8.8507,-18.7946
Jaklin Kornfilt,35.1924,-23.3366
Joseph Stroud,0.7674,-32.5497
Martha Honey,23.6177,5.4845
D. F. B. Tucker,30.2306,-5.9593
Maneesh Sethi,-22.1025,-34.867
Robert Reid,-13.8213,-33.2453
Hiromitsu Ishi,-21.4491,-33.8486
Herbert Schutz,10.7769,-7.6679
Tom Sitton,23.5375,-30.3702
Tim Jones,31.4118,-11.9345
Mark H. Dunkelman,6.0361,-37.3015
Michael Sims,-18.8513,-29.7095
Karin Barber,38.8924,-23.1444
Walter H. Capps,37.8265,-17.4113
Brent Monahan,13.0834,-46.8662
Gregory F. Treverton,10.7193,1.2305
Lydia He Liu,22.5545,-1.8717
Robert C. Atchley,34.4544,-1.132
Patrick M. Garry,35.0884,-16.0095
Arthur S. Eddington,-10.2635,-9.4332
Peter Blundell Jones,-2.7529,-9.8416
Jacques Heers,-57.7262,-54.7604
Rebecca Earle,29.3222,-21.5913
John Beckwith,8.7181,-30.7171
Jeremy Montagu,23.3551,-12.7527
Patricia Nelson Limerick,21.3655,-8.6712
Charles Manning Hope Clark,-2.9355,-38.3864
Colleen J. McElroy,13.4999,-8.4727
John Fletcher,-10.3119,-19.4147
Fred M. Frohock,14.9621,-6.3349
Miranda Jones,-1.3686,-44.513
Ivan T. Berend,20.3413,-23.5812
Isobel Armstrong,-10.5801,-22.286
J.A. Jance,-16.8861,-36.1292
Christopher Anderson,6.8189,-26.1475
Lawrence H. Suid,35.7363,-22.0627
Lucille Nicolosi,5.8711,7.6909
Peter B. Levy,18.2089,-35.9763
David Selbourne,-8.7704,-16.8807
Alan Burns,13.4552,17.3959
James Graham-Campbell,0.2281,-14.7305
Anthony P. Polednak,11.7232,4.8095
Geling Yan,-17.9891,-32.7903
Elliot Perlman,-17.8599,-35.2215
Lawrence R. Murphy,24.3107,-18.1346
Marc R. Tool,-12.0181,-42.9774
Sadako Kurihara,38.1752,-21.6195
Dale Van Atta,5.4651,-32.3011
Roslyn Weiss,-5.2028,-27.677
Ann Packer,-10.8762,-34.4745
Oliver Stone,21.208,-25.189
Jill G. De Villiers,22.6214,0.7073
Zetta Barker Hamby,16.3425,-36.7722
P. G. Maxwell-Stuart,14.2332,-13.5772
Dan Millman,-19.2335,-34.9802
Bruce Edward Fleming,31.2383,-5.9109
Scout Driggs,3.3717,3.046
Melissa Müller,2.5533,-43.6431
Faith Sullivan,-5.9994,-44.3333
Boze Hadleigh,34.6674,-20.654
Baldesar Castiglione,9.1273,-23.6656
Narasingha Prosad Sil,-14.4552,-26.9719
Francis Robinson,-19.8439,-16.0615
Robert Service,27.2709,-23.7527
Anne Billson,3.1835,-46.7783
Tahar Djaout,-58.3474,-55.0866
Thomas Eisner,22.9874,6.0318
Massimo Cacciari,15.9123,-28.8592
Rita Dove,-0.3534,-28.1339
Jenny Joseph,-11.737,-27.8473
John Corrigan,10.0415,-38.3672
Mark Poster,10.636,-10.5969
Joyce Carol Thomas,17.8786,-36.0957
Thomas Baker,-9.6433,-18.0437
Clifford Edmund Bosworth,-9.9574,-12.1852
Sōseki Natsume,-22.2545,-21.8273
J. Marshall Unger,41.2815,-10.3499
LaVerne Harrell Clark,35.2241,-26.9061
Michael Moore,10.4798,-46.7365
John W. Sherman,38.4005,-9.6258
Marc Bekoff,33.3142,-1.7189
Bernard Grun,9.4999,7.162
Sachiko Shibata Schierbeck,-22.1691,-22.1053
Jim Motavalli,43.2427,-5.9072
Luke Rhinehart,13.8885,-44.1549
Dick Russell,-19.7434,-34.3385
John Lofland,5.9808,3.8768
Gordon C. Rhea,10.0521,-39.6421
Joyelle McSweeney,-12.2814,-29.5653
Brad Young,9.4872,-14.4453
Hans Skifter Andersen,40.7032,-5.3568
Patrick Gale,13.5754,-42.5163
Jeffrey S. Turner,11.6029,1.3983
Lucius Jefferson Barker,5.6328,-2.8554
Richard Bassett,23.3562,-24.193
Stephen L. Dyson,-2.5815,-38.4095
